herb	symptom	label
U795	C3714756	0
U795	C0020796	0
U795	C0018776	0
U795	C0042571	0
U795	C0234133	0
U795	C0234132	0
U795	C0234378	0
U796	C0022541	0
U796	C0023530	0
U796	C0002103	0
U796	C0035455	0
U796	C0009806	0
U796	C0011991	0
U796	C0021359	0
U796	C0014335	0
U796	C0003113	0
U796	C0026821	0
U796	C0036572	0
U796	C0011570	0
U796	C0001925	0
U796	C0033687	0
U796	C0020615	0
U796	C0032914	0
U796	C0338591	0
U796	C0700590	0
U796	C0019572	0
U796	C0006625	0
U796	C0027498	0
U796	C0018777	0
U796	C0015967	0
U796	C3552463	0
U796	C0023014	0
U796	C0015672	0
U796	C0271215	0
U796	C0028754	0
U796	C0028756	0
U796	C3203358	0
U796	C0031154	0
U796	C0000737	0
U796	C0086565	0
U796	C0019214	0
U796	C0235153	0
U796	C0018784	0
U796	C0020455	0
U796	C0020438	0
U796	C0020538	0
U796	C0751837	0
U796	C0009460	0
U796	C0151825	0
U796	C0162298	0
U796	C0086437	0
U796	C0003862	0
U796	C0152031	0
U796	C0035229	0
U796	C0231835	0
U796	C0013404	0
U796	C0476273	0
U796	C1145670	0
U796	C0009421	0
U796	C0026838	0
U796	C0026846	0
U796	C0151786	0
U796	C0015644	0
U796	C0026826	0
U796	C0013421	0
U796	C0027066	0
U796	C0542476	0
U796	C0751295	0
U796	C0002622	0
U796	C0234979	0
U796	C1838869	0
U796	C0003537	0
U796	C0917816	0
U796	C0221263	0
U796	C0010200	0
U796	C0178417	0
U796	C0231807	0
U796	C0162674	0
U796	C0427055	0
U796	C0476254	0
U796	C1963137	0
U796	C0231791	0
U796	C0005779	0
U796	C0042963	0
U796	C0237326	0
U796	C0016382	0
U796	C0151908	0
U796	C0085636	0
U796	C0022346	0
U796	C0033774	0
U796	C0034150	0
U796	C0015230	0
U796	C0155320	0
U796	C0018989	0
U796	C0022116	0
U796	C0018780	0
U796	C0032285	0
U796	C0026837	0
U796	C0427190	0
U796	C0152200	0
U796	C0231528	0
U796	C0746674	0
U796	C0240735	0
U796	C3668816	0
U796	C0002418	0
U796	C0009398	0
U796	C0700078	0
U796	C0270948	0
U796	C0035078	0
U796	C1963154	0
U796	C0019825	0
U796	C0456909	0
U796	C0003635	0
U796	C0013595	0
U796	C0042798	0
U796	C0023380	0
U796	C0234144	0
U796	C0013604	0
U796	C0037315	0
U796	C0037317	0
U796	C0851578	0
U796	C0241210	0
U796	C0020305	0
U796	C0398650	0
U796	C1262477	0
U796	C0043094	0
U796	C1384666	0
U796	C1691779	0
U796	C0030193	0
U796	C0020429	0
U796	C1860844	0
U796	C0018681	0
U796	C0012833	0
U796	C0206160	0
U796	C0033377	0
U796	C4020887	0
U796	C0018834	0
U796	C0008489	0
U796	C0006271	0
U796	C0030486	0
U796	C1836296	0
U796	C0032617	0
U796	C0042024	0
U796	C0007758	0
U796	C0014118	0
U796	C0008031	0
U796	C2364082	0
U796	C0003126	0
U796	C0023186	0
U796	C0751265	0
U796	C0042384	0
U796	C0040034	0
U796	C0231712	0
U796	C0021368	0
U796	C0030232	0
U796	C0029089	0
U796	C0005745	0
U796	C0003123	0
U796	C0271097	0
U796	C2931205	0
U796	C1568248	0
U796	C1568249	0
U796	C0699731	0
U796	C0086132	0
U796	C0020505	0
U796	C0013491	0
U796	C0023012	0
U796	C0023015	0
U796	C0973461	0
U796	C0233565	0
U796	C0039070	0
U796	C0040822	0
U796	C0234376	0
U796	C0003578	0
U796	C3714756	0
U796	C0020796	0
U796	C0018776	0
U796	C0042571	0
U796	C0234133	0
U796	C0234132	0
U796	C0234378	0
U797	C0022541	0
U797	C0023530	0
U797	C0002103	0
U797	C0035455	0
U797	C0009806	0
U797	C0011991	0
U797	C0021359	0
U797	C0014335	0
U797	C0003113	0
U797	C0026821	0
U797	C0036572	0
U797	C0011570	0
U797	C0001925	0
U797	C0033687	0
U797	C0020615	0
U797	C0032914	0
U797	C0338591	0
U797	C0700590	0
U797	C0019572	0
U797	C0006625	0
U797	C0027498	0
U797	C0018777	0
U797	C0015967	0
U797	C3552463	0
U797	C0023014	0
U797	C0015672	0
U797	C0271215	0
U797	C0028754	0
U797	C0028756	0
U797	C3203358	0
U797	C0031154	0
U797	C0000737	0
U797	C0086565	0
U797	C0019214	0
U797	C0235153	0
U797	C0018784	0
U797	C0020455	0
U797	C0020438	0
U797	C0020538	0
U797	C0751837	0
U797	C0009460	0
U797	C0151825	0
U797	C0162298	0
U797	C0086437	0
U797	C0003862	0
U797	C0152031	0
U797	C0035229	0
U797	C0231835	0
U797	C0013404	0
U797	C0476273	0
U797	C1145670	0
U797	C0009421	0
U797	C0026838	0
U797	C0026846	0
U797	C0151786	0
U797	C0015644	0
U797	C0026826	0
U797	C0013421	0
U797	C0027066	0
U797	C0542476	0
U797	C0751295	0
U797	C0002622	0
U797	C0234979	0
U797	C1838869	0
U797	C0003537	0
U797	C0917816	0
U797	C0221263	0
U797	C0010200	0
U797	C0178417	0
U797	C0231807	0
U797	C0162674	0
U797	C0427055	0
U797	C0476254	0
U797	C1963137	0
U797	C0231791	0
U797	C0005779	0
U802	C0086565	0
U802	C0019214	0
U802	C0235153	0
U802	C0018784	0
U802	C0020455	0
U802	C0020438	0
U802	C0020538	0
U802	C0751837	0
U802	C0009460	0
U802	C0151825	0
U802	C0162298	0
U802	C0086437	0
U802	C0003862	0
U802	C0152031	0
U802	C0035229	0
U802	C0231835	0
U802	C0013404	0
U802	C0476273	0
U802	C1145670	0
U802	C0009421	0
U802	C0026838	0
U802	C0026846	0
U802	C0151786	0
U802	C0015644	0
U802	C0026826	0
U802	C0013421	0
U802	C0027066	0
U802	C0542476	0
U802	C0751295	0
U802	C0002622	0
U802	C0234979	0
U802	C1838869	0
U802	C0003537	0
U802	C0917816	0
U802	C0221263	0
U802	C0178417	0
U802	C0231807	0
U802	C0162674	0
U802	C0427055	0
U802	C0476254	0
U802	C1963137	0
U802	C0231791	0
U802	C0005779	0
U802	C0042963	0
U802	C0237326	0
U802	C0016382	0
U802	C0151908	0
U802	C0085636	0
U802	C0022346	0
U802	C0033774	0
U802	C0034150	0
U802	C0015230	0
U802	C0155320	0
U802	C0018989	0
U802	C0022116	0
U802	C0018780	0
U802	C0032285	0
U802	C0026837	0
U802	C0427190	0
U802	C0152200	0
U802	C0231528	0
U802	C0746674	0
U802	C0240735	0
U802	C3668816	0
U802	C0002418	0
U802	C0009398	0
U802	C0700078	0
U802	C0270948	0
U802	C0035078	0
U802	C1963154	0
U802	C0019825	0
U802	C0456909	0
U802	C0003635	0
U802	C0013595	0
U802	C0042798	0
U802	C0023380	0
U802	C0234144	0
U802	C0037315	0
U802	C0037317	0
U802	C0851578	0
U802	C0241210	0
U802	C0020305	0
U802	C0398650	0
U802	C1262477	0
U802	C0043094	0
U802	C1384666	0
U802	C1691779	0
U802	C0030193	0
U802	C0020429	0
U802	C1860844	0
U802	C0018681	0
U802	C0012833	0
U802	C0206160	0
U802	C0033377	0
U802	C4020887	0
U802	C0018834	0
U802	C0008489	0
U802	C0006271	0
U802	C0030486	0
U802	C1836296	0
U802	C0032617	0
U802	C0042024	0
U802	C0007758	0
U802	C0014118	0
U802	C0008031	0
U802	C2364082	0
U802	C0003126	0
U802	C0023186	0
U802	C0751265	0
U802	C0042384	0
U802	C0040034	0
U802	C0231712	0
U802	C0021368	0
U802	C0030232	0
U802	C0029089	0
U802	C0005745	0
U802	C0003123	0
U802	C0271097	0
U802	C2931205	0
U802	C1568248	0
U802	C1568249	0
U802	C0699731	0
U802	C0086132	0
U802	C0020505	0
U802	C0013491	0
U802	C0023012	0
U802	C0023015	0
U802	C0973461	0
U802	C0233565	0
U802	C0039070	0
U802	C0040822	0
U802	C0234376	0
U802	C0003578	0
U802	C3714756	0
U802	C0020796	0
U802	C0018776	0
U802	C0042571	0
U802	C0234133	0
U802	C0234132	0
U802	C0234378	0
U803	C0022541	0
U803	C0023530	0
U803	C0002103	0
U803	C0035455	0
U803	C0009806	0
U803	C0011991	0
U803	C0021359	0
U803	C0014335	0
U803	C0003113	0
U803	C0026821	0
U803	C0036572	0
U803	C0011570	0
U803	C0001925	0
U803	C0033687	0
U803	C0020615	0
U803	C0032914	0
U803	C0338591	0
U803	C0700590	0
U803	C0019572	0
U803	C0006625	0
U803	C0027498	0
U803	C0018777	0
U803	C3552463	0
U803	C0023014	0
U803	C0015672	0
U803	C0271215	0
U803	C0028754	0
U803	C0028756	0
U803	C3203358	0
U803	C0031154	0
U803	C0000737	0
U803	C0086565	0
U803	C0019214	0
U803	C0235153	0
U803	C0018784	0
U803	C0020455	0
U803	C0020438	0
U803	C0020538	0
U803	C0751837	0
U803	C0009460	0
U803	C0151825	0
U803	C0162298	0
U803	C0086437	0
U803	C0003862	0
U803	C0152031	0
U803	C0035229	0
U803	C0231835	0
U803	C0013404	0
U803	C0476273	0
U803	C1145670	0
U803	C0009421	0
U803	C0026838	0
U803	C0026846	0
U803	C0151786	0
U803	C0015644	0
U803	C0026826	0
U803	C0013421	0
U803	C0027066	0
U803	C0542476	0
U803	C0751295	0
U803	C0002622	0
U803	C0234979	0
U803	C1838869	0
U803	C0003537	0
U803	C0917816	0
U803	C0221263	0
U803	C0010200	0
U803	C0178417	0
U803	C0231807	0
U803	C0162674	0
U803	C0427055	0
U803	C0476254	0
U803	C1963137	0
U803	C0231791	0
U803	C0005779	0
U803	C0042963	0
U803	C0237326	0
U803	C0016382	0
U803	C0151908	0
U803	C0085636	0
U803	C0022346	0
U803	C0033774	0
U803	C0034150	0
U803	C0015230	0
U803	C0155320	0
U803	C0018989	0
U803	C0022116	0
U803	C0018780	0
U803	C0032285	0
U803	C0026837	0
U803	C0427190	0
U803	C0152200	0
U803	C0231528	0
U803	C0746674	0
U803	C0240735	0
U803	C3668816	0
U803	C0002418	0
U803	C0009398	0
U803	C0700078	0
U803	C0270948	0
U803	C0035078	0
U803	C1963154	0
U803	C0019825	0
U803	C0456909	0
U803	C0003635	0
U803	C0013595	0
U803	C0042798	0
U803	C0023380	0
U803	C0234144	0
U803	C0037315	0
U803	C0037317	0
U803	C0851578	0
U803	C0241210	0
U803	C0020305	0
U803	C0398650	0
U803	C1262477	0
U803	C0043094	0
U803	C1384666	0
U803	C1691779	0
U803	C0030193	0
U803	C0020429	0
U803	C1860844	0
U803	C0018681	0
U803	C0012833	0
U803	C0206160	0
U803	C0033377	0
U803	C4020887	0
U803	C0018834	0
U803	C0008489	0
U803	C0006271	0
U803	C0030486	0
U803	C1836296	0
U803	C0032617	0
U803	C0042024	0
U803	C0007758	0
U803	C0014118	0
U803	C0008031	0
U803	C2364082	0
U803	C0003126	0
U803	C0023186	0
U803	C0751265	0
U803	C0042384	0
U803	C0040034	0
U803	C0231712	0
U803	C0021368	0
U803	C0030232	0
U803	C0029089	0
U803	C0005745	0
U803	C0003123	0
U803	C0271097	0
U803	C2931205	0
U803	C1568248	0
U803	C1568249	0
U803	C0699731	0
U803	C0086132	0
U803	C0020505	0
U803	C0013491	0
U803	C0023012	0
U803	C0023015	0
U803	C0973461	0
U803	C0233565	0
U803	C0039070	0
U803	C0040822	0
U803	C0234376	0
U803	C0003578	0
U803	C3714756	0
U803	C0020796	0
U803	C0018776	0
U803	C0042571	0
U803	C0234133	0
U803	C0234132	0
U803	C0234378	0
U805	C0022541	0
U805	C0023530	0
U805	C0002103	0
U805	C0035455	0
U805	C0009806	0
U805	C0011991	0
U805	C0021359	0
U805	C0014335	0
U805	C0003113	0
U805	C0026821	0
U805	C0036572	0
U805	C0011570	0
U805	C0001925	0
U805	C0033687	0
U805	C0020615	0
U805	C0032914	0
U805	C0338591	0
U805	C0700590	0
U805	C0019572	0
U805	C0006625	0
U805	C0027498	0
U805	C0018777	0
U805	C0015967	0
U805	C3552463	0
U805	C0023014	0
U805	C0015672	0
U805	C0271215	0
U805	C0028754	0
U805	C0028756	0
U805	C3203358	0
U805	C0031154	0
U805	C0086565	0
U805	C0019214	0
U805	C0235153	0
U805	C0018784	0
U805	C0020455	0
U805	C0020438	0
U805	C0020538	0
U805	C0751837	0
U805	C0009460	0
U805	C0151825	0
U805	C0162298	0
U805	C0086437	0
U805	C0003862	0
U805	C0152031	0
U805	C0035229	0
U805	C0231835	0
U805	C0013404	0
U805	C0476273	0
U805	C1145670	0
U805	C0009421	0
U805	C0026838	0
U805	C0026846	0
U805	C0151786	0
U805	C0015644	0
U805	C0026826	0
U805	C0013421	0
U805	C0027066	0
U805	C0542476	0
U805	C0751295	0
U805	C0002622	0
U805	C0234979	0
U805	C1838869	0
U805	C0003537	0
U805	C0917816	0
U805	C0221263	0
U805	C0010200	0
U805	C0178417	0
U805	C0231807	0
U805	C0162674	0
U805	C0427055	0
U805	C0476254	0
U805	C1963137	0
U805	C0231791	0
U805	C0005779	0
U805	C0042963	0
U805	C0237326	0
U805	C0016382	0
U805	C0151908	0
U805	C0085636	0
U805	C0022346	0
U805	C0033774	0
U805	C0034150	0
U805	C0015230	0
U805	C0155320	0
U805	C0018989	0
U805	C0022116	0
U805	C0018780	0
U805	C0032285	0
U805	C0026837	0
U805	C0427190	0
U805	C0152200	0
U805	C0231528	0
U805	C0746674	0
U805	C0240735	0
U805	C3668816	0
U805	C0002418	0
U805	C0009398	0
U805	C0700078	0
U805	C0270948	0
U805	C0035078	0
U805	C1963154	0
U805	C0019825	0
U805	C0456909	0
U805	C0003635	0
U805	C0013595	0
U805	C0042798	0
U805	C0023380	0
U805	C0234144	0
U805	C0013604	0
U805	C0037315	0
U805	C0037317	0
U805	C0851578	0
U805	C0241210	0
U805	C0020305	0
U805	C0398650	0
U805	C1262477	0
U805	C0043094	0
U805	C1384666	0
U805	C1691779	0
U805	C0030193	0
U805	C0020429	0
U805	C1860844	0
U805	C0018681	0
U805	C0012833	0
U805	C0206160	0
U805	C0033377	0
U805	C4020887	0
U805	C0018834	0
U805	C0008489	0
U805	C0006271	0
U805	C0030486	0
U805	C1836296	0
U805	C0032617	0
U805	C0042024	0
U805	C0007758	0
U805	C0014118	0
U805	C0008031	0
U805	C2364082	0
U805	C0003126	0
U805	C0023186	0
U805	C0751265	0
U805	C0042384	0
U805	C0040034	0
U805	C0231712	0
U805	C0021368	0
U805	C0030232	0
U805	C0029089	0
U805	C0005745	0
U805	C0003123	0
U805	C0271097	0
U805	C2931205	0
U805	C1568248	0
U805	C1568249	0
U805	C0699731	0
U805	C0086132	0
U805	C0020505	0
U805	C0013491	0
U805	C0023012	0
U805	C0023015	0
U805	C0973461	0
U805	C0233565	0
U805	C0039070	0
U805	C0040822	0
U805	C0234376	0
U805	C0003578	0
U805	C3714756	0
U805	C0020796	0
U805	C0018776	0
U805	C0042571	0
U805	C0234133	0
U805	C0234132	0
U805	C0234378	0
U806	C0022541	0
U806	C0023530	0
U806	C0002103	0
U806	C0035455	0
U806	C0009806	0
U806	C0011991	0
U806	C0021359	0
U806	C0014335	0
U806	C0003113	0
U806	C0026821	0
U806	C0036572	0
U806	C0011570	0
U806	C0001925	0
U806	C0033687	0
U806	C0020615	0
U806	C0032914	0
U806	C0338591	0
U806	C0700590	0
U806	C0019572	0
U806	C0006625	0
U806	C0027498	0
U806	C0018777	0
U806	C0015967	0
U806	C3552463	0
U806	C0023014	0
U806	C0015672	0
U806	C0271215	0
U806	C0028754	0
U806	C0028756	0
U806	C3203358	0
U806	C0031154	0
U806	C0000737	0
U806	C0086565	0
U806	C0019214	0
U806	C0235153	0
U806	C0018784	0
U806	C0020455	0
U806	C0020438	0
U806	C0020538	0
U806	C0751837	0
U806	C0009460	0
U806	C0151825	0
U806	C0162298	0
U806	C0086437	0
U806	C0003862	0
U806	C0152031	0
U806	C0035229	0
U806	C0231835	0
U806	C0013404	0
U806	C0476273	0
U806	C1145670	0
U806	C0009421	0
U806	C0026838	0
U806	C0026846	0
U806	C0151786	0
U806	C0015644	0
U806	C0026826	0
U806	C0013421	0
U806	C0027066	0
U806	C0542476	0
U806	C0751295	0
U806	C0002622	0
U806	C0234979	0
U806	C1838869	0
U806	C0003537	0
U806	C0917816	0
U806	C0221263	0
U806	C0010200	0
U806	C0178417	0
U806	C0231807	0
U806	C0162674	0
U806	C0427055	0
U806	C0476254	0
U806	C1963137	0
U806	C0231791	0
U806	C0005779	0
U806	C0042963	0
U806	C0237326	0
U806	C0016382	0
U806	C0151908	0
U806	C0085636	0
U806	C0022346	0
U806	C0033774	0
U806	C0034150	0
U806	C0015230	0
U806	C0155320	0
U806	C0018989	0
U806	C0022116	0
U806	C0018780	0
U806	C0032285	0
U806	C0026837	0
U806	C0427190	0
U806	C0152200	0
U806	C0231528	0
U806	C0746674	0
U806	C0240735	0
U806	C3668816	0
U806	C0002418	0
U806	C0009398	0
U806	C0700078	0
U806	C0270948	0
U806	C0035078	0
U806	C1963154	0
U806	C0019825	0
U806	C0456909	0
U806	C0003635	0
U806	C0013595	0
U806	C0042798	0
U806	C0023380	0
U806	C0234144	0
U806	C0013604	0
U806	C0037315	0
U806	C0037317	0
U806	C0851578	0
U806	C0241210	0
U806	C0020305	0
U806	C0398650	0
U806	C1262477	0
U806	C0043094	0
U806	C1384666	0
U806	C1691779	0
U806	C0030193	0
U806	C0020429	0
U806	C1860844	0
U806	C0018681	0
U806	C0012833	0
U806	C0206160	0
U806	C0033377	0
U806	C4020887	0
U806	C0018834	0
U806	C0008489	0
U806	C0006271	0
U806	C0030486	0
U806	C1836296	0
U806	C0032617	0
U806	C0042024	0
U806	C0007758	0
U806	C0014118	0
U806	C0008031	0
U806	C2364082	0
U806	C0003126	0
U806	C0023186	0
U806	C0751265	0
U806	C0042384	0
U806	C0040034	0
U806	C0231712	0
U806	C0021368	0
U806	C0030232	0
U806	C0029089	0
U806	C0005745	0
U806	C0003123	0
U806	C0271097	0
U806	C2931205	0
U806	C1568248	0
U806	C1568249	0
U806	C0699731	0
U806	C0086132	0
U806	C0020505	0
U806	C0013491	0
U806	C0023012	0
U806	C0023015	0
U806	C0973461	0
U806	C0233565	0
U806	C0039070	0
U806	C0040822	0
U806	C0234376	0
U806	C0003578	0
U806	C3714756	0
U806	C0020796	0
U806	C0018776	0
U806	C0042571	0
U806	C0234133	0
U806	C0234132	0
U806	C0234378	0
U807	C0022541	0
U807	C0023530	0
U807	C0002103	0
U807	C0035455	0
U807	C0009806	0
U807	C0011991	0
U807	C0021359	0
U807	C0014335	0
U807	C0003113	0
U807	C0026821	0
U807	C0036572	0
U807	C0011570	0
U807	C0001925	0
U807	C0033687	0
U807	C0020615	0
U807	C0032914	0
U807	C0338591	0
U807	C0700590	0
U807	C0019572	0
U807	C0006625	0
U807	C0027498	0
U807	C0018777	0
U807	C0015967	0
U807	C3552463	0
U807	C0023014	0
U807	C0015672	0
U807	C0271215	0
U807	C0028754	0
U807	C0028756	0
U807	C3203358	0
U807	C0031154	0
U807	C0000737	0
U807	C0086565	0
U807	C0019214	0
U807	C0235153	0
U807	C0018784	0
U807	C0020455	0
U807	C0020438	0
U807	C0020538	0
U807	C0751837	0
U807	C0009460	0
U807	C0151825	0
U807	C0162298	0
U807	C0086437	0
U807	C0003862	0
U807	C0152031	0
U807	C0035229	0
U807	C0231835	0
U807	C0013404	0
U807	C0476273	0
U807	C1145670	0
U807	C0009421	0
U807	C0026838	0
U807	C0026846	0
U807	C0151786	0
U807	C0015644	0
U807	C0026826	0
U807	C0013421	0
U807	C0027066	0
U807	C0542476	0
U807	C0751295	0
U807	C0002622	0
U807	C0234979	0
U807	C1838869	0
U807	C0003537	0
U807	C0917816	0
U807	C0221263	0
U807	C0010200	0
U807	C0178417	0
U807	C0231807	0
U807	C0162674	0
U807	C0427055	0
U807	C0476254	0
U807	C1963137	0
U807	C0231791	0
U807	C0005779	0
U807	C0042963	0
U807	C0237326	0
U807	C0016382	0
U807	C0151908	0
U807	C0085636	0
U807	C0022346	0
U807	C0033774	0
U807	C0034150	0
U807	C0015230	0
U807	C0155320	0
U807	C0018989	0
U807	C0022116	0
U807	C0018780	0
U807	C0032285	0
U807	C0026837	0
U807	C0427190	0
U807	C0152200	0
U807	C0231528	0
U807	C0746674	0
U807	C0240735	0
U807	C3668816	0
U807	C0002418	0
U807	C0009398	0
U807	C0700078	0
U807	C0270948	0
U807	C0035078	0
U807	C1963154	0
U807	C0019825	0
U807	C0456909	0
U807	C0003635	0
U807	C0013595	0
U807	C0042798	0
U807	C0023380	0
U807	C0234144	0
U807	C0013604	0
U807	C0037315	0
U807	C0037317	0
U807	C0851578	0
U807	C0241210	0
U807	C0020305	0
U807	C0398650	0
U807	C1262477	0
U807	C0043094	0
U807	C1384666	0
U807	C1691779	0
U807	C0030193	0
U807	C0020429	0
U807	C1860844	0
U807	C0012833	0
U807	C0206160	0
U807	C0033377	0
U807	C4020887	0
U807	C0018834	0
U807	C0008489	0
U807	C0006271	0
U807	C0030486	0
U807	C1836296	0
U807	C0032617	0
U807	C0042024	0
U807	C0007758	0
U807	C0014118	0
U807	C0008031	0
U807	C2364082	0
U807	C0003126	0
U807	C0023186	0
U807	C0751265	0
U807	C0042384	0
U807	C0040034	0
U807	C0231712	0
U807	C0021368	0
U807	C0030232	0
U807	C0029089	0
U807	C0005745	0
U807	C0003123	0
U807	C0271097	0
U807	C2931205	0
U807	C1568248	0
U807	C1568249	0
U807	C0699731	0
U807	C0086132	0
U807	C0020505	0
U807	C0013491	0
U807	C0023012	0
U807	C0023015	0
U807	C0973461	0
U807	C0233565	0
U807	C0039070	0
U807	C0040822	0
U807	C0234376	0
U807	C0003578	0
U807	C3714756	0
U807	C0020796	0
U807	C0018776	0
U807	C0042571	0
U807	C0234133	0
U807	C0234132	0
U807	C0234378	0
U808	C0022541	0
U808	C0023530	0
U808	C0002103	0
U808	C0035455	0
U808	C0009806	0
U808	C0011991	0
U808	C0021359	0
U808	C0014335	0
U808	C0003113	0
U808	C0026821	0
U808	C0036572	0
U808	C0011570	0
U808	C0001925	0
U808	C0033687	0
U808	C0020615	0
U808	C0032914	0
U808	C0338591	0
U808	C0700590	0
U808	C0019572	0
U808	C0006625	0
U808	C0027498	0
U808	C0018777	0
U808	C0015967	0
U808	C3552463	0
U808	C0023014	0
U808	C0015672	0
U808	C0271215	0
U808	C0028754	0
U808	C0028756	0
U808	C3203358	0
U808	C0031154	0
U808	C0000737	0
U808	C0086565	0
U808	C0019214	0
U808	C0235153	0
U808	C0018784	0
U808	C0020455	0
U808	C0020438	0
U808	C0020538	0
U808	C0751837	0
U808	C0009460	0
U808	C0151825	0
U808	C0162298	0
U808	C0086437	0
U808	C0003862	0
U808	C0152031	0
U808	C0035229	0
U808	C0231835	0
U808	C0013404	0
U808	C0476273	0
U808	C1145670	0
U808	C0009421	0
U808	C0026838	0
U808	C0026846	0
U808	C0151786	0
U808	C0015644	0
U808	C0026826	0
U808	C0013421	0
U808	C0027066	0
U808	C0542476	0
U808	C0751295	0
U808	C0002622	0
U808	C0234979	0
U808	C1838869	0
U808	C0003537	0
U808	C0917816	0
U808	C0221263	0
U808	C0010200	0
U808	C0178417	0
U808	C0231807	0
U808	C0162674	0
U808	C0427055	0
U808	C0476254	0
U808	C1963137	0
U808	C0231791	0
U808	C0005779	0
U808	C0042963	0
U808	C0237326	0
U808	C0016382	0
U808	C0151908	0
U808	C0085636	0
U808	C0022346	0
U808	C0033774	0
U808	C0034150	0
U808	C0015230	0
U808	C0155320	0
U808	C0018989	0
U808	C0022116	0
U808	C0018780	0
U808	C0032285	0
U808	C0026837	0
U808	C0427190	0
U808	C0152200	0
U808	C0231528	0
U808	C0746674	0
U808	C0240735	0
U808	C3668816	0
U808	C0002418	0
U808	C0009398	0
U808	C0700078	0
U808	C0270948	0
U808	C0035078	0
U808	C1963154	0
U808	C0019825	0
U808	C0456909	0
U808	C0003635	0
U808	C0013595	0
U808	C0042798	0
U808	C0023380	0
U808	C0234144	0
U808	C0013604	0
U808	C0037315	0
U808	C0037317	0
U808	C0851578	0
U808	C0241210	0
U808	C0020305	0
U808	C0398650	0
U808	C1262477	0
U808	C0043094	0
U808	C1384666	0
U808	C1691779	0
U808	C0030193	0
U808	C0020429	0
U808	C1860844	0
U808	C0018681	0
U808	C0012833	0
U808	C0206160	0
U808	C0033377	0
U808	C4020887	0
U808	C0018834	0
U808	C0008489	0
U808	C0006271	0
U808	C0030486	0
U808	C1836296	0
U808	C0032617	0
U808	C0042024	0
U808	C0007758	0
U808	C0014118	0
U808	C0008031	0
U808	C2364082	0
U808	C0003126	0
U808	C0023186	0
U808	C0751265	0
U808	C0042384	0
U808	C0040034	0
U808	C0231712	0
U808	C0021368	0
U808	C0030232	0
U808	C0029089	0
U808	C0005745	0
U808	C0003123	0
U808	C0271097	0
U808	C2931205	0
U808	C1568248	0
U808	C1568249	0
U808	C0699731	0
U808	C0086132	0
U808	C0020505	0
U808	C0013491	0
U808	C0023012	0
U808	C0023015	0
U808	C0973461	0
U746	C0085636	0
U746	C0022346	0
U746	C0033774	0
U746	C0034150	0
U746	C0015230	0
U746	C0155320	0
U746	C0018989	0
U746	C0022116	0
U746	C0018780	0
U746	C0032285	0
U746	C0026837	0
U746	C0427190	0
U746	C0152200	0
U746	C0231528	0
U746	C0746674	0
U746	C0240735	0
U746	C3668816	0
U746	C0002418	0
U746	C0009398	0
U746	C0700078	0
U746	C0270948	0
U746	C0035078	0
U746	C1963154	0
U746	C0019825	0
U746	C0456909	0
U746	C0003635	0
U746	C0013595	0
U746	C0042798	0
U746	C0023380	0
U746	C0234144	0
U746	C0013604	0
U746	C0037315	0
U746	C0037317	0
U746	C0851578	0
U746	C0241210	0
U746	C0020305	0
U746	C0398650	0
U746	C1262477	0
U746	C0043094	0
U746	C1384666	0
U746	C1691779	0
U746	C0030193	0
U746	C0020429	0
U746	C1860844	0
U746	C0018681	0
U746	C0012833	0
U746	C0206160	0
U746	C0033377	0
U746	C4020887	0
U746	C0018834	0
U746	C0008489	0
U746	C0006271	0
U746	C0030486	0
U746	C1836296	0
U746	C0032617	0
U746	C0042024	0
U746	C0007758	0
U746	C0014118	0
U746	C0008031	0
U746	C2364082	0
U746	C0003126	0
U746	C0023186	0
U746	C0751265	0
U746	C0042384	0
U746	C0040034	0
U746	C0231712	0
U746	C0021368	0
U746	C0030232	0
U746	C0029089	0
U746	C0005745	0
U746	C0003123	0
U746	C0271097	0
U746	C2931205	0
U746	C1568248	0
U746	C1568249	0
U746	C0699731	0
U746	C0086132	0
U746	C0020505	0
U746	C0013491	0
U746	C0023012	0
U746	C0023015	0
U746	C0973461	0
U746	C0233565	0
U746	C0039070	0
U746	C0040822	0
U746	C0234376	0
U746	C0003578	0
U746	C3714756	0
U746	C0020796	0
U746	C0018776	0
U746	C0042571	0
U746	C0234133	0
U746	C0234132	0
U746	C0234378	0
U747	C0022541	0
U747	C0023530	0
U747	C0002103	0
U747	C0035455	0
U747	C0009806	0
U747	C0011991	0
U747	C0021359	0
U747	C0014335	0
U747	C0003113	0
U747	C0026821	0
U747	C0036572	0
U747	C0011570	0
U747	C0001925	0
U747	C0033687	0
U747	C0020615	0
U747	C0032914	0
U747	C0338591	0
U747	C0700590	0
U747	C0019572	0
U747	C0006625	0
U747	C0027498	0
U747	C0018777	0
U747	C0015967	0
U747	C3552463	0
U747	C0023014	0
U747	C0015672	0
U747	C0271215	0
U747	C0028754	0
U747	C0028756	0
U747	C3203358	0
U747	C0031154	0
U747	C0000737	0
U747	C0086565	0
U747	C0019214	0
U747	C0235153	0
U747	C0018784	0
U747	C0020455	0
U747	C0020438	0
U747	C0020538	0
U747	C0751837	0
U747	C0009460	0
U747	C0151825	0
U747	C0162298	0
U747	C0086437	0
U747	C0003862	0
U747	C0152031	0
U747	C0035229	0
U747	C0231835	0
U747	C0013404	0
U747	C0476273	0
U747	C1145670	0
U747	C0009421	0
U747	C0026838	0
U747	C0026846	0
