herb,中药,symptom,肝硬化症状,临床有效,临床出现,score
U314,黑豆,S162,肥胖,0,0,64045
U297,海金沙,S430,协调障碍,0,0,64045
U496,龙胆,S431,协同失调,0,0,64045
U244,甘草,S447,血管炎,0,0,64045
U650,人参,S244,近端神经源性肌无力,0,0,64045
U610,佩兰,S200,呼吸功能受损,0,0,64045
U141,大黄,S431,协同失调,0,0,64045
U390,积雪草,S431,协同失调,0,0,64045
U308,何首乌,S33,关节肿胀,0,0,64045
U678,桑椹,S430,协调障碍,0,0,64045
U244,甘草,S42,活动不利,0,1,64045
U24,白芥子,S431,协同失调,0,0,64045
U636,秦皮,S321,强直,0,0,64045
U435,九里香,S350,肾衰竭,0,0,64045
U311,荷叶,S368,睡眠呼吸障碍,0,0,64045
U171,地枫皮,S42,活动不利,0,0,64045
U513,鹿衔草,S08,不寐,0,0,64045
U856,豨莶草,S321,强直,0,0,64045
U644,青叶胆,S44,记忆力下降,0,0,64045
U841,五味子,S282,脑积水的不良事件,0,0,64045
U875,香橼,S282,脑积水的不良事件,0,0,64045
U50,板蓝根,S42,活动不利,0,0,64045
U18,白果,S430,协调障碍,0,0,64045
U826,乌梅,S282,脑积水的不良事件,0,0,64045
U570,母丁香,S177,感觉神经性耳聋,0,0,64045
U597,牛黄,S309,皮质性失明,0,0,64045
U150,大枣,S282,脑积水的不良事件,0,0,64045
U76,槟榔,S431,协同失调,0,0,64045
U393,蒺藜,S200,呼吸功能受损,0,0,64045
U629,芡实,S109,意识障碍,0,0,64045
U196,独活,S430,协调障碍,0,0,64045
U597,牛黄,S335,色觉异常,0,0,64045
U262,葛根,S200,呼吸功能受损,0,0,64045
U196,独活,S431,协同失调,0,0,64045
U242,附子,S431,协同失调,0,0,64045
U265,钩藤,S431,协同失调,0,0,64045
U758,四季青,S446,学习障碍,0,0,64045
U950,银柴胡,S430,协调障碍,0,0,64045
U654,忍冬藤,S503,锥体束征,0,0,64045
U13,菝葜,S463,颜色丧失,0,0,64045
U810,土茯苓,S137,蛋白尿,0,0,64045
U642,青皮,S260,快感缺乏,0,0,64045
U999,枳实,S137,蛋白尿,0,0,64045
U654,忍冬藤,S430,协调障碍,0,0,64045
U779,桃仁,S282,脑积水的不良事件,0,0,64045
U995,栀子,S128,肠炎,0,0,64045
U44,百部,S189,共济失调步态,0,0,64045
U810,土茯苓,S430,协调障碍,0,0,64045
U34,白前,S137,蛋白尿,0,0,64045
U150,大枣,S162,肥胖,0,0,64045
U460,昆布,S430,协调障碍,0,0,64045
U306,合欢花,S297,皮肤充血,0,0,64045
U810,土茯苓,S321,强直,0,0,64045
U748,水飞蓟,S282,脑积水的不良事件,0,0,64045
U6,安息香,S137,蛋白尿,0,0,64045
U810,土茯苓,S483,饮食过量,0,0,64045
U970,远志,S189,共济失调步态,0,0,64045
U558,没药,S189,共济失调步态,0,0,64045
U810,土茯苓,S282,脑积水的不良事件,0,0,64045
U740,熟地,S463,颜色丧失,0,0,64045
U440,菊花,S189,共济失调步态,0,0,64045
U631,羌活,S162,肥胖,0,0,64045
U631,羌活,S137,蛋白尿,0,0,64045
U286,桂枝,S137,蛋白尿,0,0,64045
U713,升麻,S137,蛋白尿,0,0,64045
U164,党参,S430,协调障碍,0,0,64045
U579,木蝴蝶,S431,协同失调,0,0,64045
U570,母丁香,S44,记忆力下降,0,0,64045
U125,穿心莲,S408,网织红细胞增高,0,0,64045
U142,大戟,S33,关节肿胀,0,0,64045
U713,升麻,S39,幻觉,0,0,64045
U568,明党参,S483,饮食过量,0,0,64045
U399,降香,S252,咖啡斑,0,0,64045
U244,甘草,S244,近端神经源性肌无力,0,0,64045
U841,五味子,S185,高血压,0,0,64045
U390,积雪草,S321,强直,0,0,64045
U274,瓜蒌,S33,关节肿胀,0,0,64045
U790,天山雪莲,S185,高血压,0,0,64045
U212,翻白草,S137,蛋白尿,0,0,64045
U274,瓜蒌,S282,脑积水的不良事件,0,0,64045
U644,青叶胆,S483,饮食过量,0,0,64045
U479,莲子,S282,脑积水的不良事件,0,0,64045
U709,射干,S282,脑积水的不良事件,0,0,64045
U964,郁李仁,S128,肠炎,0,0,64045
U758,四季青,S30,关节不利,0,0,64045
U30,白茅根,S42,活动不利,0,0,64045
U390,积雪草,S33,关节肿胀,0,0,64045
U528,麻黄根,S189,共济失调步态,0,0,64045
U852,西洋参,S200,呼吸功能受损,0,0,64045
U59,北沙参,S282,脑积水的不良事件,0,0,64045
U438,救必应,S88,头晕,0,0,64045
U950,银柴胡,S221,急性肾衰竭,0,0,64045
U112,虫白蜡,S221,急性肾衰竭,0,0,64045
U758,四季青,S444,嗅觉丧失,0,0,64045
U516,路路通,S69,气促,0,0,64045
U810,土茯苓,S128,肠炎,0,0,64045
U971,月季花,S463,颜色丧失,0,0,64045
U267,枸骨叶,S148,恶病质,0,0,64045
U267,枸骨叶,S137,蛋白尿,0,0,64045
U584,木香,S137,蛋白尿,0,0,64045
U597,牛黄,S430,协调障碍,0,0,64045
U647,瞿麦,S368,睡眠呼吸障碍,0,0,64045
U779,桃仁,S189,共济失调步态,0,0,64045
U597,牛黄,S443,嗅觉减退,0,0,64045
U758,四季青,S443,嗅觉减退,0,0,64045
U38,白头翁,S200,呼吸功能受损,0,0,64045
U858,细辛,S137,蛋白尿,0,0,64045
U875,香橼,S355,失明,0,0,64045
U569,墨旱莲,S221,急性肾衰竭,0,0,64045
U674,桑白皮,S42,活动不利,0,0,64045
U390,积雪草,S221,急性肾衰竭,0,0,64045
U858,细辛,S431,协同失调,0,0,64045
U861,仙鹤草,S430,协调障碍,0,0,64045
U206,鹅不食草,S282,脑积水的不良事件,0,0,64045
U1010,猪苓,S321,强直,0,0,64045
U133,刺五加,S447,血管炎,0,0,64045
U578,木瓜,S282,脑积水的不良事件,0,0,64045
U375,黄芩,S137,蛋白尿,0,0,64045
U849,西河柳,S200,呼吸功能受损,0,0,64045
U148,大血藤,S282,脑积水的不良事件,0,0,64045
U477,莲房,S169,腹膜炎,0,0,64045
U802,葶苈子,S321,强直,0,0,64045
U459,款冬花,S282,脑积水的不良事件,0,0,64045
U380,茴香,S282,脑积水的不良事件,0,0,64045
U142,大戟,S282,脑积水的不良事件,0,0,64045
U941,伊贝母,S408,网织红细胞增高,0,0,64045
U467,老鹳草,S273,慢性进行性眼外肌麻痹,0,0,64045
U680,桑枝,S483,饮食过量,0,0,64045
U1025,紫草,S282,脑积水的不良事件,0,0,64045
U43,白芷,S330,人格改变,0,0,64045
U101,常山,S463,颜色丧失,0,0,64045
U401,焦槟榔,S430,协调障碍,0,0,64045
U133,刺五加,S431,协同失调,0,0,64045
U417,金荞麦,S430,协调障碍,0,0,64045
U133,刺五加,S189,共济失调步态,0,0,64045
U682,沙苑子,S355,失明,0,0,64045
U999,枳实,S42,活动不利,0,0,64045
U133,刺五加,S282,脑积水的不良事件,0,0,64045
U607,藕,S430,协调障碍,0,0,64045
U918,亚麻子,S431,协同失调,0,0,64045
U467,老鹳草,S282,脑积水的不良事件,0,0,64045
U1039,棕榈,S128,肠炎,0,0,64045
U417,金荞麦,S444,嗅觉丧失,0,0,64045
U214,防风,S282,脑积水的不良事件,0,0,64045
U774,锁阳,S282,脑积水的不良事件,0,0,64045
U87,苍术,S221,急性肾衰竭,0,0,64045
U999,枳实,S430,协调障碍,0,0,64045
U387,鸡血藤,S115,Kearns-Sayre综合征（儿童期发病、进行性眼肌麻痹和色素性视网膜炎|心脏传导阻滞、脑脊液蛋白升高（通常>1g/L）和脑综合征）,0,0,64045
U999,枳实,S447,血管炎,0,0,64045
U613,蒲公英,S463,颜色丧失,0,0,64045
U1030,紫苏梗,S189,共济失调步态,0,0,64045
U716,生姜,S282,脑积水的不良事件,0,0,64045
U387,鸡血藤,S321,强直,0,0,64045
U903,旋覆花,S445,学习障碍,0,0,64045
U446,卷柏,S282,脑积水的不良事件,0,0,64045
U903,旋覆花,S321,强直,0,0,64045
U977,皂角刺,S137,蛋白尿,0,0,64045
U201,杜仲,S297,皮肤充血,0,0,64045
U918,亚麻子,S216,肌张力高,0,0,64045
U585,木贼,S430,协调障碍,0,0,64045
U945,薏苡仁,S443,嗅觉减退,0,0,64045
U467,老鹳草,S128,肠炎,0,0,64045
U977,皂角刺,S282,脑积水的不良事件,0,0,64045
U903,旋覆花,S408,网织红细胞增高,0,0,64045
U861,仙鹤草,S444,嗅觉丧失,0,0,64045
U977,皂角刺,S321,强直,0,0,64045
U977,皂角刺,S483,饮食过量,0,0,64045
U659,肉桂,S282,脑积水的不良事件,0,0,64045
U862,仙茅,S200,呼吸功能受损,0,0,64045
U861,仙鹤草,S321,强直,0,0,64045
U963,郁金,S443,嗅觉减退,0,0,64045
U918,亚麻子,S282,脑积水的不良事件,0,0,64045
U861,仙鹤草,S116,白细胞减少症,0,0,64045
U519,罗布麻叶,S282,脑积水的不良事件,0,0,64045
U945,薏苡仁,S119,鼻窦炎,0,0,64045
U228,蜂蜜,S189,共济失调步态,0,0,64045
U451,苦参,S447,血管炎,0,0,64045
U903,旋覆花,S252,咖啡斑,0,0,64045
U644,青叶胆,S14,多汗,0,0,64045
U387,鸡血藤,S282,脑积水的不良事件,0,0,64045
U175,地锦草,S282,脑积水的不良事件,0,0,64045
U635,秦艽,S282,脑积水的不良事件,0,0,64045
U40,白鲜皮,S497,窒息，呼吸暂停,0,0,64045
U101,常山,S148,恶病质,0,0,64045
U676,桑寄生,S200,呼吸功能受损,0,0,64045
U133,刺五加,S170,肝功能异常,0,0,64045
U740,熟地,S128,肠炎,0,0,64045
U958,余甘子,S282,脑积水的不良事件,0,0,64045
U201,杜仲,S431,协同失调,0,0,64045
U476,连翘,S42,活动不利,0,1,64045
U1030,紫苏梗,S321,强直,0,0,64045
U1030,紫苏梗,S216,肌张力高,0,0,64045
U649,拳参,S177,感觉神经性耳聋,0,0,64045
U650,人参,S437,心内膜炎,0,0,64045
U716,生姜,S420,细支气管炎,0,0,64045
U590,南沙参,S282,脑积水的不良事件,0,0,64045
U387,鸡血藤,S463,颜色丧失,0,0,64045
U116,楮实子,S501,主观性眩晕,0,0,64045
U156,丹皮,S282,脑积水的不良事件,0,0,64045
U898,徐长卿,S252,咖啡斑,0,0,64045
U1039,棕榈,S282,脑积水的不良事件,0,0,64045
U503,漏芦,S445,学习障碍,0,0,64045
U106,陈皮,S443,嗅觉减退,0,0,63809
U874,香薷,S125,不孕症，不育症,0,0,63809
U59,北沙参,S404,头发稀少,0,0,63809
U899,续断,S408,网织红细胞增高,0,0,63809
U164,党参,S234,交替运动障碍,0,0,63809
U667,三颗针,S14,多汗,0,0,63809
U795,甜瓜子,S137,蛋白尿,0,0,63809
U325,红花,S358,失用症，运动障碍,0,0,63809
U313,鹤虱,S313,贫血,0,0,63507
U687,山椒,S98,胸痛,0,0,63507
U721,石菖蒲,S215,肌肉无力,0,0,62992
U56,薄荷,S65,皮肤瘙痒,0,1,62992
U454,苦楝皮,S363,书写障碍,0,0,62992
U37,白术,S155,发育迟缓,0,0,62992
U207,儿茶,S73,声音嘶哑,0,0,62992
U533,马兜铃,S64,皮肤可见出血点,0,0,62992
U795,甜瓜子,S75,视力受损,0,0,62992
U661,乳香,S462,炎症,0,0,62992
U21,白及,S380,特发性血小板减少性紫癜,0,0,62992
U519,罗布麻叶,S17,恶心,0,0,62992
U62,荜茇,S411,畏光,0,0,62992
U211,番泻叶,S346,神经性肌肉萎缩,0,0,62992
U205,莪术,S330,人格改变,0,0,62992
U959,鱼腥草,S125,不孕症，不育症,0,0,62992
U667,三颗针,S25,浮肿,0,0,62992
U37,白术,S380,特发性血小板减少性紫癜,0,0,62992
U124,穿山龙,S64,皮肤可见出血点,0,0,62992
U623,千金子,S380,特发性血小板减少性紫癜,0,0,62992
U817,菟丝子,S75,视力受损,0,0,62992
U623,千金子,S80,四肢抽搐,0,0,62992
U613,蒲公英,S318,气胸,0,0,62992
U474,荔枝核,S138,蛋白尿,0,0,62992
U977,皂角刺,S98,胸痛,0,0,62992
U779,桃仁,S387,听力下降/听力减退,0,0,62992
U875,香橼,S462,炎症,0,0,62992
U465,狼毒,S462,炎症,0,0,62992
U188,冬虫夏草,S273,慢性进行性眼外肌麻痹,0,0,62992
U168,灯心草,S66,皮肤紫癜,0,0,62992
U305,诃子,S358,失用症，运动障碍,0,0,62992
U372,黄连,S114,肢体震颤,0,1,62992
U667,三颗针,S215,肌肉无力,0,0,62992
U503,漏芦,S98,胸痛,0,0,62992
U162,当归,S358,失用症，运动障碍,0,0,62992
U335,厚朴,S125,不孕症，不育症,0,0,62992
U862,仙茅,S98,胸痛,0,0,62992
U142,大戟,S98,胸痛,0,0,62992
U657,肉苁蓉,S116,白细胞减少症,0,0,62992
U205,莪术,S214,肌肉萎缩,0,0,62992
U584,木香,S155,发育迟缓,0,0,62992
U160,淡豆豉,S358,失用症，运动障碍,0,0,62992
U188,冬虫夏草,S462,炎症,0,0,62992
U474,荔枝核,S449,血小板减少,0,0,62992
U467,老鹳草,S98,胸痛,0,0,62992
U382,藿香,S299,皮肤干燥,0,0,62992
U460,昆布,S112,肢体痛,0,0,62992
U685,山豆根,S14,多汗,0,0,62992
U155,丹参,S299,皮肤干燥,0,0,62992
U628,前胡,S95,消瘦,0,1,62992
U528,麻黄根,S121,鼻炎,0,0,62992
U834,吴茱萸,S142,低血糖,0,0,62992
U168,灯心草,S90,胃脘嘈杂,0,0,62992
U774,锁阳,S121,鼻炎,0,0,62992
U383,鸡骨草,S213,肌肉痉挛,0,0,62992
U3,阿魏,S318,气胸,0,0,62992
U240,浮萍,S313,贫血,0,0,62992
U372,黄连,S14,多汗,0,0,62992
U578,木瓜,S346,神经性肌肉萎缩,0,0,62992
U116,楮实子,S333,乳腺炎,0,0,62992
U987,浙贝,S125,不孕症，不育症,0,0,62992
U697,山茱萸,S86,体重增加,0,0,62992
U462,辣椒,S462,炎症,0,0,62992
U850,西红花,S02,半身不遂,0,0,62992
U451,苦参,S502,锥体束外综合征,0,0,62992
U874,香薷,S98,胸痛,0,0,62992
U716,生姜,S114,肢体震颤,0,0,62992
U566,密蒙花,S346,神经性肌肉萎缩,0,0,62992
U560,梅花,S213,肌肉痉挛,0,0,62992
U504,芦根,S346,神经性肌肉萎缩,0,0,62992
U519,罗布麻叶,S313,贫血,0,0,62992
U169,地丁,S22,烦躁,0,1,62992
U859,夏枯草,S02,半身不遂,0,0,62992
U54,半夏,S73,声音嘶哑,0,1,62992
U736,柿蒂,S345,神经痛,0,0,62992
U698,商陆,S119,鼻窦炎,0,0,62992
U26,白蔹,S345,神经痛,0,0,62992
U784,天冬,S215,肌肉无力,0,0,62992
U59,北沙参,S498,智力障碍,0,0,62992
U687,山椒,S215,肌肉无力,0,0,62992
U820,王不留行,S462,炎症,0,0,62992
U437,韭菜,S313,贫血,0,0,62992
U522,络石藤,S98,胸痛,0,0,62992
U54,半夏,S479,遗传性舞蹈病,0,0,62992
U52,半边莲,S170,肝功能异常,0,0,62992
U659,肉桂,S142,低血糖,0,0,62992
U59,北沙参,S449,血小板减少,0,0,62992
U17,白附子,S359,失用症/运用障碍,0,0,62992
U558,没药,S142,低血糖,0,0,62992
U175,地锦草,S73,声音嘶哑,0,0,62992
U384,鸡冠花,S73,声音嘶哑,0,0,62992
U286,桂枝,S358,失用症，运动障碍,0,0,62992
U302,海藻,S75,视力受损,0,0,62992
U463,莱菔子,S138,蛋白尿,0,0,62992
U765,苏合香,S98,胸痛,0,0,62992
U642,青皮,S345,神经痛,0,0,62992
U169,地丁,S359,失用症/运用障碍,0,0,62992
U172,地肤子,S313,贫血,0,0,62992
U393,蒺藜,S380,特发性血小板减少性紫癜,0,0,62992
U998,枳壳,S343,深肌腱反射降低,0,0,62992
U164,党参,S246,精神障碍/智力缺陷,0,0,62992
U698,商陆,S306,皮疹,0,0,62992
U869,香附,S359,失用症/运用障碍,0,0,62992
U195,豆蔻,S64,皮肤可见出血点,0,0,62992
U693,山药,S345,神经痛,0,0,62992
U1030,紫苏梗,S380,特发性血小板减少性紫癜,0,0,62992
U721,石菖蒲,S313,贫血,0,0,62992
U189,冬瓜皮,S44,记忆力下降,0,0,62992
U1025,紫草,S75,视力受损,0,0,62992
U1033,紫菀,S125,不孕症，不育症,0,0,62992
U52,半边莲,S215,肌肉无力,0,0,62992
U374,黄芪,S170,肝功能异常,0,0,62992
U912,鸦胆子,S38,呼吸困难,0,0,62992
U44,百部,S112,肢体痛,0,1,62992
U504,芦根,S380,特发性血小板减少性紫癜,0,0,62992
U442,橘核,S359,失用症/运用障碍,0,0,62992
U474,荔枝核,S387,听力下降/听力减退,0,0,62992
U532,马齿苋,S75,视力受损,0,0,62992
U948,茵陈,S121,鼻炎,0,0,62992
U164,党参,S121,鼻炎,0,0,62992
U370,黄精,S215,肌肉无力,0,0,62992
U302,海藻,S98,胸痛,0,0,62992
U101,常山,S112,肢体痛,0,0,62992
U44,百部,S14,多汗,0,0,62992
U63,荜澄茄,S300,畏光,0,0,62992
U574,牡蛎,S345,神经痛,0,0,62992
U1033,紫菀,S14,多汗,0,0,62992
U713,升麻,S119,鼻窦炎,0,0,62992
U247,甘松,S90,胃脘嘈杂,0,0,62992
U267,枸骨叶,S359,失用症/运用障碍,0,0,62992
U899,续断,S380,特发性血小板减少性紫癜,0,0,62992
U172,地肤子,S358,失用症，运动障碍,0,0,62992
U375,黄芩,S300,畏光,0,0,62992
U321,红参,S313,贫血,0,0,62992
U266,狗脊,S246,精神障碍/智力缺陷,0,0,62992
U697,山茱萸,S172,肝脾肿大,0,0,62992
U240,浮萍,S98,胸痛,0,0,62992
U823,委陵菜,S380,特发性血小板减少性紫癜,0,0,62992
U147,大蒜,S150,耳聋，失聪,0,0,62992
U435,九里香,S294,排便疼痛,0,0,62992
U802,葶苈子,S380,特发性血小板减少性紫癜,0,0,62992
U776,檀香,S38,呼吸困难,0,0,62992
U207,儿茶,S380,特发性血小板减少性紫癜,0,0,62992
U242,附子,S125,不孕症，不育症,0,0,62992
U685,山豆根,S22,烦躁,0,0,62992
U12,巴戟天,S246,精神障碍/智力缺陷,0,0,62992
U647,瞿麦,S80,四肢抽搐,0,0,62992
U104,沉香,S380,特发性血小板减少性紫癜,0,0,62992
U658,肉豆蔻,S138,蛋白尿,0,0,62992
U774,锁阳,S158,发育性语言障碍,0,0,62992
U930,洋金花,S246,精神障碍/智力缺陷,0,0,62992
U173,地骨皮,S22,烦躁,0,0,62992
U127,垂盆草,S95,消瘦,0,0,62992
U890,薤白,S359,失用症/运用障碍,0,0,62992
U711,伸筋草,S462,炎症,0,0,62992
U87,苍术,S172,肝脾肿大,0,0,62992
U654,忍冬藤,S185,高血压,0,0,62992
U258,高良姜,S121,鼻炎,0,0,62992
U884,小蓟,S462,炎症,0,0,62992
U639,青果,S359,失用症/运用障碍,0,0,62992
U874,香薷,S73,声音嘶哑,0,0,62992
U50,板蓝根,S73,声音嘶哑,0,0,62992
U566,密蒙花,S155,发育迟缓,0,0,62992
U243,覆盆子,S313,贫血,0,0,62992
U662,蕤仁,S462,炎症,0,0,62992
U335,厚朴,S397,痛觉,0,0,62992
U807,土贝母,S313,贫血,0,0,62992
U639,青果,S112,肢体痛,0,1,62992
U987,浙贝,S73,声音嘶哑,0,0,62992
U968,芫花,S02,半身不遂,0,0,62992
U606,女贞子,S98,胸痛,0,0,62992
U119,川乌,S215,肌肉无力,0,0,62992
U3,阿魏,S06,便秘,0,0,62992
U685,山豆根,S428,小脑性共济失调,0,0,62992
U667,三颗针,S115,Kearns-Sayre综合征（儿童期发病、进行性眼肌麻痹和色素性视网膜炎|心脏传导阻滞、脑脊液蛋白升高（通常>1g/L）和脑综合征）,0,0,62992
U642,青皮,S125,不孕症，不育症,0,0,62992
U807,土贝母,S21,乏力,0,1,62992
U544,蔓荆子,S380,特发性血小板减少性紫癜,0,0,62992
U513,鹿衔草,S346,神经性肌肉萎缩,0,0,62992
U979,泽兰,S125,不孕症，不育症,0,0,62992
U268,枸杞,S299,皮肤干燥,0,0,62992
U560,梅花,S38,呼吸困难,0,0,62992
U613,蒲公英,S119,鼻窦炎,0,0,62992
U716,生姜,S86,体重增加,0,0,62992
U890,薤白,S215,肌肉无力,0,0,62992
U642,青皮,S462,炎症,0,0,62992
U559,玫瑰花,S359,失用症/运用障碍,0,0,62992
U710,麝香,S345,神经痛,0,0,62992
U987,浙贝,S397,痛觉,0,0,62992
U625,千年健,S65,皮肤瘙痒,0,1,62992
U297,海金沙,S294,排便疼痛,0,0,62992
U454,苦楝皮,S462,炎症,0,0,62992
U640,青蒿,S397,痛觉,0,0,62992
U45,百合,S300,畏光,0,0,62992
U772,酸枣仁,S306,皮疹,0,0,62992
U462,辣椒,S502,锥体束外综合征,0,0,62992
U607,藕,S121,鼻炎,0,0,62992
U59,北沙参,S150,耳聋，失聪,0,0,62992
U522,络石藤,S346,神经性肌肉萎缩,0,0,62992
U308,何首乌,S112,肢体痛,0,1,62992
U3,阿魏,S121,鼻炎,0,0,62992
U667,三颗针,S15,多尿,0,0,62992
U410,金果榄,S15,多尿,0,0,62992
U242,附子,S33,关节肿胀,0,0,62992
U613,蒲公英,S75,视力受损,0,0,62992
U331,洪连,S02,半身不遂,0,0,62992
U944,益智仁,S358,失用症，运动障碍,0,0,62992
U685,山豆根,S260,快感缺乏,0,0,62992
U125,穿心莲,S73,声音嘶哑,0,0,62992
U440,菊花,S138,蛋白尿,0,0,62992
U103,车前子,S313,贫血,0,0,62992
U440,菊花,S14,多汗,0,0,62992
U155,丹参,S498,智力障碍,0,0,62992
U988,珍珠,S497,窒息，呼吸暂停,0,0,62992
U529,麻仁,S299,皮肤干燥,0,0,62992
U401,焦槟榔,S462,炎症,0,0,62992
U648,全蝎,S17,恶心,0,0,62992
U296,海风藤,S420,细支气管炎,0,0,62992
U21,白及,S02,半身不遂,0,0,62992
U859,夏枯草,S80,四肢抽搐,0,0,62992
U550,猫爪草,S346,神经性肌肉萎缩,0,0,62992
U519,罗布麻叶,S98,胸痛,0,0,62992
U312,核桃,S07,便溏,0,0,62992
U460,昆布,S109,意识障碍,0,0,62992
U838,五加皮,S75,视力受损,0,0,62992
U52,半边莲,S343,深肌腱反射降低,0,0,62992
U79,补骨脂,S112,肢体痛,0,1,62992
U311,荷叶,S318,气胸,0,0,62992
U558,没药,S95,消瘦,0,1,62992
U87,苍术,S38,呼吸困难,0,1,62992
U173,地骨皮,S75,视力受损,0,0,62992
U890,薤白,S98,胸痛,0,1,62992
U767,苏子,S80,四肢抽搐,0,0,62992
U667,三颗针,S20,发热,0,0,62992
U155,丹参,S75,视力受损,0,1,62992
U667,三颗针,S17,恶心,0,0,62992
U462,辣椒,S106,抑郁,0,0,62992
U891,辛夷,S75,视力受损,0,0,62992
U35,白屈菜,S121,鼻炎,0,0,62992
U47,柏子仁,S397,痛觉,0,0,62992
U39,白薇,S313,贫血,0,0,62992
U994,知母,S75,视力受损,0,1,62992
U639,青果,S38,呼吸困难,0,1,62992
U87,苍术,S116,白细胞减少症,0,0,62992
U321,红参,S246,精神障碍/智力缺陷,0,0,62992
U305,诃子,S86,体重增加,0,0,62992
U160,淡豆豉,S498,智力障碍,0,0,62992
U375,黄芩,S104,厌食,0,0,62992
U410,金果榄,S121,鼻炎,0,0,62992
U87,苍术,S380,特发性血小板减少性紫癜,0,0,62992
U841,五味子,S170,肝功能异常,0,0,62992
U59,北沙参,S121,鼻炎,0,0,62992
U104,沉香,S102,言语不利,0,0,62992
U841,五味子,S161,肥胖,0,0,62992
U150,大枣,S483,饮食过量,0,0,62992
U129,椿皮,S411,畏光,0,0,62992
U606,女贞子,S119,鼻窦炎,0,0,62992
U205,莪术,S150,耳聋，失聪,0,0,62992
U268,枸杞,S125,不孕症，不育症,0,0,62992
U657,肉苁蓉,S98,胸痛,0,0,62992
U682,沙苑子,S313,贫血,0,0,62992
U566,密蒙花,S170,肝功能异常,0,0,62992
U216,防己,S380,特发性血小板减少性紫癜,0,0,62992
U380,茴香,S313,贫血,0,0,62992
U416,金钱草,S112,肢体痛,1,1,62992
U930,洋金花,S215,肌肉无力,0,0,62992
U435,九里香,S387,听力下降/听力减退,0,0,62992
U710,麝香,S246,精神障碍/智力缺陷,0,0,62484
U903,旋覆花,S142,低血糖,0,0,62477
U522,络石藤,S397,痛觉,0,0,62476
U903,旋覆花,S214,肌肉萎缩,0,0,62055.5
U539,满山红,S355,失明,0,0,62055.5
U903,旋覆花,S39,幻觉,0,0,62055.5
U312,核桃,S444,嗅觉丧失,0,0,62055.5
U654,忍冬藤,S39,幻觉,0,0,62055.5
U47,柏子仁,S350,肾衰竭,0,0,62055.5
U359,槐花,S443,嗅觉减退,0,0,62055.5
U530,马鞭草,S447,血管炎,0,0,62055.5
U592,闹羊花,S408,网织红细胞增高,0,0,62055.5
U817,菟丝子,S443,嗅觉减退,0,0,62055.5
U44,百部,S444,嗅觉丧失,0,0,62055.5
U560,梅花,S430,协调障碍,0,0,62055.5
U417,金荞麦,S39,幻觉,0,0,62055.5
U56,薄荷,S349,肾衰竭,0,0,62055.5
U534,马钱子,S350,肾衰竭,0,0,62055.5
U63,荜澄茄,S221,急性肾衰竭,0,0,62055.5
U104,沉香,S297,皮肤充血,0,0,62055.5
U47,柏子仁,S282,脑积水的不良事件,0,0,62019
U147,大蒜,S443,嗅觉减退,0,0,62019
U550,猫爪草,S282,脑积水的不良事件,0,0,62019
U642,青皮,S69,气促,0,0,62019
U528,麻黄根,S497,窒息，呼吸暂停,0,0,62019
U569,墨旱莲,S137,蛋白尿,0,0,62019
U597,牛黄,S499,智障,0,0,62019
U570,母丁香,S368,睡眠呼吸障碍,0,0,62019
U709,射干,S128,肠炎,0,0,62019
U649,拳参,S355,失明,0,0,62019
U568,明党参,S445,学习障碍,0,0,62019
U346,槲寄生,S189,共济失调步态,0,0,62019
U568,明党参,S431,协同失调,0,0,62019
U143,大蓟,S221,急性肾衰竭,0,0,62019
U195,豆蔻,S137,蛋白尿,0,0,62019
U539,满山红,S368,睡眠呼吸障碍,0,0,62019
U108,赤芍,S42,活动不利,0,1,62019
U201,杜仲,S463,颜色丧失,0,0,62019
U999,枳实,S325,躯干性共济失调,0,0,62019
U129,椿皮,S282,脑积水的不良事件,0,0,62019
U140,大腹皮,S309,皮质性失明,0,0,62019
U644,青叶胆,S355,失明,0,0,62019
U779,桃仁,S221,急性肾衰竭,0,0,62019
U503,漏芦,S483,饮食过量,0,0,62019
U349,虎杖,S430,协调障碍,0,0,62019
U346,槲寄生,S282,脑积水的不良事件,0,0,62019
U674,桑白皮,S189,共济失调步态,0,0,62019
U370,黄精,S430,协调障碍,0,0,62019
U513,鹿衔草,S282,脑积水的不良事件,0,0,62019
U644,青叶胆,S363,书写障碍,0,0,62019
U390,积雪草,S216,肌张力高,0,0,62019
U108,赤芍,S430,协调障碍,0,0,62019
U488,刘寄奴,S431,协同失调,0,0,62019
U370,黄精,S483,饮食过量,0,0,62019
U668,三棱,S321,强直,0,0,62019
U438,救必应,S420,细支气管炎,0,0,62019
U484,灵芝,S430,协调障碍,0,0,62019
U709,射干,S244,近端神经源性肌无力,0,0,62019
U691,山柰,S137,蛋白尿,0,0,62019
U260,藁本,S431,协同失调,0,0,62019
U390,积雪草,S42,活动不利,0,0,62019
U503,漏芦,S189,共济失调步态,0,0,62019
U467,老鹳草,S189,共济失调步态,0,0,62019
U142,大戟,S189,共济失调步态,0,0,62019
U502,龙眼肉,S214,肌肉萎缩,0,0,62019
U462,辣椒,S69,气促,0,0,62019
U668,三棱,S443,嗅觉减退,0,0,62019
U401,焦槟榔,S137,蛋白尿,0,0,62019
U998,枳壳,S431,协同失调,0,0,62019
U384,鸡冠花,S08,不寐,0,0,62019
U532,马齿苋,S190,沟通障碍,0,0,62019
U271,骨碎补,S321,强直,0,0,62019
